entrez,pval,fc
3658,5.37653321101279e-79,1.50182090223323
50640,6.31658774088045e-79,1.45597177051868
8453,8.3907153464707e-79,1.53056693532645
55870,1.252039483551e-78,1.20059596216022
8357,2.87040557206528e-78,-1.10816711077287
9295,4.44180730952795e-78,1.27808129654639
90102,6.3839806058793085e-78,1.23503194387704
9522,9.319447510392859e-78,1.24808639703401
8346,9.81192552505057e-78,-1.0945208627414
80351,1.16230705598728e-77,1.24130194426488
8356,1.1857040551631899e-77,-1.14743715721844
9735,1.2023624028431799e-77,1.29683705501254
57122,1.20439674141846e-77,1.18043237104132
8087,1.31913377163934e-77,1.23856756368627
23161,1.5116142493373598e-77,1.36305421950977
10564,1.94815799511741e-77,1.12588006385386
26985,2.01991235560568e-77,1.29863161067507
10984,3.079120401606129e-77,1.31493731782024
389136,3.54901977217916e-77,1.84577419225452
64328,3.98909842281728e-77,1.59146368539427
9787,4.0441703590486195e-77,1.4615046778598
55233,7.770601965424759e-77,1.02624022359505
84128,1.16765880884935e-76,1.09648753461525
27340,1.42438239733656e-76,1.52898837317179
3840,2.43848373564318e-76,1.02007006264932
98591,2.4554325836813e-76,1.55511963153532
4921,2.61962072466564e-76,1.0495989415919
55719,2.82226360393981e-76,1.17534148156248
23355,4.46824947006315e-76,1.36397062010632
283078,4.73192723273922e-76,1.23256923359333
11196,5.69451741594707e-76,1.11959272930773
11278,6.31111023498163e-76,1.83035453743442
8351,7.0166675492557e-76,-1.11083666534293
8368,1.04995640336675e-75,-1.23120438289421
55206,1.36935199425372e-75,1.18761929470681
57181,3.50360736908293e-75,1.41905802086403
55773,4.00174922312934e-75,1.42169950338822
26043,6.70417434769584e-75,1.17676830673343
80830,6.8301951615512e-75,1.02499942349914
3018,8.11625380272597e-75,-1.02669395288835
57708,1.11534844072387e-74,1.22886832295649
57590,1.3445169867806e-74,1.21472621573471
55669,1.5405925382081201e-74,1.29076597764305
9655,2.51035489544781e-74,1.17514936970198
54529,3.1232057619534106e-74,1.29891247559257
23091,3.62882183210262e-74,1.56748838318693
9406,4.29566496243506e-74,1.40153267313393
4154,4.45707829277152e-74,1.01156528354076
57728,4.71674481316824e-74,1.37887968899249
139818,4.9200489399647104e-74,1.76037428530869
80097,6.233472575319141e-74,-1.18672333544212
4686,9.79398549218651e-74,1.18551314843929
8030,1.14116943308169e-73,1.10633007116444
23019,1.67962481613328e-73,1.16288183590161
9991,2.09043760236434e-73,1.18628225991667
7046,3.13115092624587e-73,1.22669525088444
51592,4.30976927067185e-73,1.38044233308826
100001,5.717173714163081e-73,1.0804168346803
93663,7.444315251713721e-73,1.3938463856913
10154,8.237721056017511e-73,1.82611650322266
2776,9.190005772473112e-73,1.34048327767266
81688,9.463068111438561e-73,1.02111956839596
54874,1.22376812051829e-72,1.45964600085163
10746,1.26425029869036e-72,1.28724603055874
27107,1.38103568221015e-72,1.43491383320106
643314,1.42482758127626e-72,1.16033122850454
3998,3.20167470344579e-72,1.19440349817355
54462,3.69719934818257e-72,1.36687028794463
3344,3.88221291930716e-72,1.54634478938621
26054,4.44041962674838e-72,1.24410503050166
23390,5.04132779988746e-72,1.46730818218658
8323,5.39546168289406e-72,1.24302305605268
166929,7.08695274877992e-72,1.39364068816
3009,7.10350750061552e-72,-1.15347496297709
10210,1.79791828087742e-71,1.26620801429094
9689,1.92359161539562e-71,1.16799871470111
6049,2.37207436869572e-71,1.57974544122117
9107,2.63807990391499e-71,1.32110038162289
54664,2.77992207031639e-71,1.29149776174048
374354,2.77992207031639e-71,1.58191345935146
57223,2.94451537583399e-71,1.17924742121624
1738,3.88633846243383e-71,1.29109578844292
10241,4.18057358216568e-71,1.05872908205656
5352,5.72690807823213e-71,1.00550930174968
8731,9.69517799943632e-71,1.47462285762262
54537,1.0506151198372499e-70,1.61927311371154
8540,1.21080805151154e-70,1.10725018031402
9320,1.3586825000474e-70,1.2016611231556
3091,1.3586825000474e-70,1.75707181762641
11103,1.49068258870804e-70,1.58269463322156
55103,1.49789811614058e-70,1.20140318029576
3008,1.68103745435155e-70,-1.12738536903852
8358,2.04978505238058e-70,-1.16461574064705
28977,2.21114807920254e-70,1.0677720655551
79657,3.33044455841071e-70,1.92715261169848
9646,3.70634376276895e-70,1.19005272575397
5937,5.22978852989578e-70,1.01541537951965
51068,8.944278034314309e-70,1.40078089934989
5289,1.07957859529812e-69,1.43565779142699
3399,1.34814603077813e-69,-1.70107985234864
197131,1.39059500490509e-69,1.31172979292455
83737,1.88549190250092e-69,1.09224662713682
3832,2.13367149559439e-69,1.35982020380815
1122,2.25011242377292e-69,1.91041500827261
64062,2.72332010998815e-69,1.22076028562404
58508,2.84181873384066e-69,1.01292544735873
8335,2.91468648993025e-69,-1.16228423564984
8338,3.07546871402208e-69,-1.03186299574757
57157,3.36943499412991e-69,1.36183553129062
7559,5.78328837663636e-69,1.77936175332025
10788,6.88591383845017e-69,2.17088628417426
26512,7.20480825408393e-69,1.13711939756265
85459,8.73625379688641e-69,1.97039795395257
9497,9.25968812456338e-69,1.06264198943336
1488671,1.06346383956051e-68,1.10726690890995
55745,1.0756549679701e-68,1.50232513242643
27030,1.17344991026441e-68,1.3549007343157
55207,1.45000751492953e-68,1.09213292073066
196,1.57815740626673e-68,1.04453301268552
6801,2.30957735942052e-68,1.44217388388234
1806,2.56981392307354e-68,1.19718560880092
29966,2.75955450119306e-68,1.18377469967817
6491,2.76311735668004e-68,1.25765893075005
51194,3.3700505764820703e-68,1.24967666286183
221035,3.89666573441461e-68,1.06542051621744
25925,5.89463215961505e-68,1.2926590589912
4591,5.97868738272053e-68,1.18296784068881
253832,6.40834423906446e-68,1.08290577573457
11244,7.197546112828901e-68,1.58771945733284
1121,7.46448512302462e-68,1.73563955273313
79822,7.55502601432524e-68,1.43461870021559
91612,7.97737331393205e-68,1.17791761159929
59345,9.34932520874921e-68,1.16593537312478
90338,1.27699698747179e-67,1.48589515204794
5295,1.5754414765111e-67,1.20690393644661
3709,1.61098895521542e-67,1.41583656227447
8968,1.89253043417662e-67,-1.1671916503814
122809,1.93435410287847e-67,1.4475939464713
157769,2.00543022593699e-67,1.40536724357895
8360,2.5403927021578702e-67,-1.12526175159492
55676,4.22868924238488e-67,1.2320470223559
85460,5.47080867928454e-67,1.40113061996788
55824,7.53403837156126e-67,1.02464894966603
9194,7.582004130367421e-67,1.52068816988244
4194,8.514411844312021e-67,1.20624631062843
85363,8.90769631088408e-67,1.05479194290179
54477,9.11884615894948e-67,1.34416308022915
375748,1.24404140238931e-66,1.44368229518244
5238,2.88979601530133e-66,1.19641641207704
262,3.22314757188538e-66,1.1051710363426
9653,3.47010242230209e-66,1.08945490318795
26019,5.31372812679704e-66,1.74143244246543
3017,6.27182936104657e-66,-1.02242940224664
55327,7.1407379112889e-66,1.13566245003294
91137,7.72525726671931e-66,1.08760044714704
196441,8.27948302631001e-66,1.93849576703509
23269,1.7440700864226101e-65,1.01301899253589
4350,1.98512026836458e-65,-1.02750370161751
80143,2.0950734672755202e-65,1.20585874948038
904,2.38979288913726e-65,1.01872299420259
84955,3.93814118692519e-65,1.34337967198694
7587,3.97378938122413e-65,1.3936986743037
8548,4.06063526676356e-65,2.21986656537319
23468,5.05288677295563e-65,1.03693853395172
1005008422,5.22031185658582e-65,1.30746741169357
9439,5.70028068223232e-65,1.28321694528671
9306,5.89879322587421e-65,1.20766843122948
817,6.48536331988482e-65,1.0357062017563
84910,7.46208950970448e-65,1.08598394496272
10892,9.35914969109325e-65,1.33605370547049
54800,1.00380336857008e-64,1.15533917211784
9188,1.07833302059793e-64,1.0436701786246
9147,1.08036326806319e-64,1.8056573813773
58486,1.09792801884073e-64,1.10365187911554
54014,1.16971774460717e-64,1.29071065234705
51290,1.37663325459221e-64,1.32509286981297
64151,1.57911187551877e-64,1.6478828020598
1147991,1.76146245113774e-64,1.95289354517643
286410,2.00664570206866e-64,1.72566209220571
246126,2.23660427397999e-64,1.55447178727241
10802,2.75744992784535e-64,1.21099027725245
101929356,6.06111247146099e-64,1.14691705466731
538,6.46786449045357e-64,1.26024246226145
706,6.92492603967947e-64,-1.00299792922585
2060,7.02669177124021e-64,1.21318016043046
65065,7.252885229678e-64,1.38582168770569
7644,8.31504484236234e-64,2.02939675349697
1349572,8.70999290261833e-64,1.1196066633646
51313,1.09144250430644e-63,1.54645961931732
96651,1.3414545091042902e-63,1.11325083954636
9559,1.35536483748467e-63,1.08547055436183
2211781,1.4437399524975e-63,1.00015006426263
54505,2.0028178898395e-63,1.34305483230165
8804,2.03781214624741e-63,1.00783080596707
317772,2.1705318183900401e-63,-1.05896569538867
4690,3.1251840688492e-63,1.09823905939976
23013,3.34001298532864e-63,1.00764424510205
84085,3.81080861682264e-63,1.42210422796781
80018,3.89977085539707e-63,1.08369707867879
57703,6.2876917772366e-63,2.00273564959992
8554,6.65579754220073e-63,1.37357378643949
3397,6.894275771648151e-63,-1.47227407705705
1195,8.844534519773001e-63,1.20829604986341
55603,9.80064676682045e-63,1.18343905925969
23576,1.00193504562345e-62,1.23826716185277
55623,1.15410289763997e-62,1.30139508045764
23037,1.46894577546287e-62,1.15460253196835
51585,1.7340493751294199e-62,1.15008628526959
8361,1.96490794713398e-62,-1.20341138226802
4863,2.7913516153186497e-62,1.82156006082887
355,4.26502270880065e-62,1.38277572680985
79694,4.51281099861839e-62,1.93614793245466
5793,5.32133794171658e-62,1.03084531171908
2332,7.936098614267839e-62,1.32483891532962
55717,8.93616883366835e-62,1.20081722312494
5706,9.77799048812883e-62,1.02094265277324
152926,1.2396329672877202e-61,1.3521181586573
54989,1.91260199261106e-61,1.31822340566541
3024,1.9265069024074703e-61,-1.16786836441017
6643,2.39939316035719e-61,1.23384392035357
11259,2.56170642193841e-61,1.93643609456345
253143,2.7717982825649802e-61,1.5577193440141
23433,3.5068920322525506e-61,1.2449736321487
54877,4.1565120590953806e-61,1.49643017383481
9732,4.623057211221551e-61,1.20755510113381
10427,6.85182526926899e-61,1.14897367232837
26060,7.383878001021081e-61,1.22129799766222
178,8.18808920673931e-61,1.60430379539095
8520,8.72200265313659e-61,1.32661868487197
94240,1.02776787253284e-60,1.05287809783099
10513,1.15151231305852e-60,1.04669460547607
9330,1.88124103376679e-60,1.16159090157562
9778,2.1787609288937e-60,1.16160058019014
11169,2.2227344335379e-60,1.21894538938292
170506,2.3358262388179502e-60,1.54723442719488
8886,2.68555994015339e-60,1.08807625399776
6782,3.1889022315025103e-60,1.03016447531794
3070,4.7859567166234703e-60,1.17895985249573
3981,5.72176992454866e-60,2.29258527550876
158358,7.059847324972912e-60,1.800575742511
8331,7.1160470045437e-60,-1.1880952180258
26953,8.329666245997893e-60,1.39153208426337
98241,8.41272084511465e-60,1.48184187707783
4940,8.857487588747413e-60,1.02074617538614
55904,9.9018758794176e-60,1.33170270597881
90480,1.2327472166325801e-59,-1.01136032621793
55035,1.35730972417265e-59,1.65189325722732
55917,1.4825124947439001e-59,1.11538700167559
9950,1.72020575191501e-59,1.07357994859239
6654,2.10933081243417e-59,1.34163974376821
29072,2.177005338851131e-59,1.13662205410982
4644,3.11013003902542e-59,1.32012131512791
50484,3.36822600072263e-59,1.54328314584312
55074,5.09554524004014e-59,1.49045939655116
10463,5.17785093356003e-59,1.2594990733143
5921,6.37710319761066e-59,1.34724873871974
8036,9.07639429788475e-59,1.42044399257345
27072,2.19990833790787e-58,1.03104139226922
8653,2.327848239284281e-58,1.53795876772061
51747,2.761910548745861e-58,1.24057088392289
252983,3.23558101567848e-58,2.02462805465382
7637,3.72648791067695e-58,1.74050052750473
1123,4.056910860796541e-58,1.00977558846224
51026,4.67679489040202e-58,1.21859916447788
54465,5.7784220800664304e-58,1.74469653131757
9669,5.828063729242481e-58,1.6498019952571
49854,5.90924231023528e-58,1.31285179624195
941041,8.1375682508088e-58,1.48337455081236
7068,9.69960588039115e-58,1.17415509647858
26092,1.21009155524308e-57,1.18684173298861
1535,1.40661136102358e-57,-1.01251584716822
51542,1.6543373306147298e-57,1.38042307276221
23256,1.95275021415096e-57,1.14263662111114
55161,3.14485824831277e-57,1.05365651987623
55165,3.3783739830763e-57,1.29684856316261
23512,3.40469206097385e-57,1.28585564105729
54165,9.9163917297437e-57,1.06718543121628
2247,9.97675074546636e-57,1.2159638903501
10009,9.97675074546636e-57,1.51299554283034
54739,1.05277504245245e-56,2.46900852760008
3454,1.1449088209234798e-56,1.26079900816561
10198,1.34530494703702e-56,1.74738804778574
90488,1.37923317129131e-56,1.01409743695531
27032,1.47240194147377e-56,1.02469510194144
5911,1.5867776445013e-56,1.05219068600798
113251,1.98587810438859e-56,1.13571930740605
84896,2.32141347576296e-56,1.09721560258563
55656,2.86439274562886e-56,1.14424020455062
5529,3.1481545980021e-56,1.18763378459738
64116,4.840690137050389e-56,1.10922711833441
781,5.47781452067394e-56,1.51877512349461
23345,6.402927852457689e-56,1.47500977381296
253714,8.06106623743867e-56,1.34275664482435
2555,1.3354966423295095e-55,1.29165301943923
25852,1.6281416353520295e-55,1.16909293606859
9037,1.99949090137449e-55,1.10344795486686
8359,8.85727735437791e-55,-1.07956342657343
51496,1.4107440553275e-54,1.14481583805535
54806,1.5403777759675e-54,1.8610077223611
6814,1.9355141140418502e-54,1.58780527440428
4642,2.56596628195766e-54,1.00722925242721
55610,3.1658798331159e-54,1.9144221722575
57102,4.0276353581260886e-54,1.72628789514664
23095,4.76611059294223e-54,1.01868951850067
55215,6.09112889035264e-54,1.14430822264609
29889,6.36686942027843e-54,1.04339516315168
23301,7.18622468244278e-54,1.53263073167578
10818,8.22057061158483e-54,1.61385815077257
57683,8.81949387806753e-54,1.8353567033945
8727,1.08073084049135e-53,1.01181007169553
55763,1.22338267134015e-53,1.15739611448955
51742,1.2286220865976e-53,1.49208338164074
51575,1.48716833474534e-53,2.21391088795391
83548,2.07796647734155e-53,1.11966650183621
9459,2.25568354740091e-53,1.08961470196933
738,2.5375434366479503e-53,-1.0271450898149
253959,3.14801384584259e-53,1.86935723028126
7581,3.44708476350202e-53,1.59574099252633
11007,3.71846204836387e-53,-1.08467073994595
10010,4.00674331450291e-53,1.15159982450433
5128,5.40037896753884e-53,1.08720152710488
10673,5.47115863197246e-53,2.59760635086964
121441,8.95107539690625e-53,1.61586878645586
5627,1.00668317989349e-52,1.21437571888504
11228,1.00668317989349e-52,1.32360245103319
84181,1.33852613243561e-52,1.06089773922938
5592,1.76846909058678e-52,1.78881390608759
51133,1.85994048117253e-52,1.02379714684308
5814,2.04669313730754e-52,1.13527951756021
84376,2.373434224854431e-52,1.12707630682124
5933,2.4885078642080402e-52,1.32127753666904
834,2.51316268960129e-52,1.18987047898974
2218,2.5377596439900506e-52,1.43635148994773
51340,2.59818632089173e-52,1.26817112942775
11231,3.6172961925117e-52,1.22031079258862
84441,4.0399406304484506e-52,1.00905668788186
5074,6.08240263966376e-52,1.09646672505474
8452,1.36271608279275e-51,1.05081916517702
84295,1.57988650049553e-51,1.3258895379977
23142,1.71958127303528e-51,1.02640091524425
85465,1.77357521568092e-51,1.22065873894177
79027,2.8436445530669e-51,1.0606929277331
6332,3.35759184227919e-51,2.4585648009222
81846,4.34584230934289e-51,1.03431302120695
55958,4.44766829944372e-51,1.2205013026585
25820,5.51087158734953e-51,1.24542511396202
5332,6.5856735515364e-51,1.63898746824075
57700,7.47375210034072e-51,1.100332434863
83939,9.23522858690117e-51,1.05886004044015
83478,1.41855962441655e-50,1.03008134940847
64343,1.46277539947334e-50,1.11520761495473
54998,1.51918469947888e-50,-1.05106519226626
345778,1.53957803959654e-50,1.48097877439447
65117,1.54217792313293e-50,1.02286226846391
7130,2.12015509602062e-50,1.17268891454164
57539,2.29724954720826e-50,1.50335953531589
137886,2.33812815238183e-50,1.31904835326572
55728,2.95988891178646e-50,2.11428970852131
154007,3.6777016912174297e-50,1.01122172803278
1456,4.38438251787042e-50,1.12281585098346
64864,4.51156437337931e-50,1.57420772966052
5567,1.2465731629729298e-49,1.63727871867251
118987,1.31780162045147e-49,1.2772050748896
246175,1.5253795659768498e-49,1.25161174603342
9472,1.56024857352115e-49,1.21891114760639
5178,1.72203560732575e-49,1.21957172836953
23394,1.8580071908835e-49,1.05393786967319
84930,1.93991361051841e-49,1.1254237581787
167153,2.08708728966936e-49,1.07982037617805
2589,2.39169772259918e-49,1.02576710635893
3572,2.7294526858997098e-49,2.10549331807794
1038,3.2895815685782e-49,2.90686504546627
23461,3.68052365090994e-49,1.70525924730743
55783,4.9450226641094286e-49,1.30995417576861
55726,6.031133654951709e-49,1.17904167290464
84640,6.0521104092172885e-49,1.3001102907811
7337,6.0783072553267896e-49,1.06068574925227
10269,7.698346223069209e-49,1.04101548736665
81611,8.32627965830133e-49,1.05585274200314
80821,9.7004428562294e-49,1.34243867571236
9493,1.03391895702192e-48,1.09771316632036
9354,1.16952646846659e-48,1.17603162249581
1385,1.21871564929114e-48,1.05472526657684
79664,1.30601367023918e-48,1.35863620672335
9852,1.40520454101411e-48,1.09663947970305
57205,1.63763376264806e-48,1.02538473226264
79577,1.84256752693403e-48,1.15808668833966
284801,2.43361427399811e-48,-1.11175398656086
26258,2.86261580341217e-48,1.0264379044873
11311,2.90444611164257e-48,1.06456688877225
25932,3.01684412836294e-48,1.06647993309362
8895,3.76479410095078e-48,1.03531148601177
29110,4.09752468072709e-48,1.21410307343896
57082,4.7475982092125697e-48,1.83143556886274
60496,5.71382228878126e-48,1.14238816412713
51690,5.96238716567464e-48,-1.03473910938909
23321,7.77418067378467e-48,1.17343959675988
50618,8.83302730383654e-48,1.45423920410772
55500,1.01822979786715e-47,1.24426837499152
5930,1.02282418637336e-47,1.15910897942684
80255,1.03928136481284e-47,1.01309103200207
79884,1.16327192094265e-47,2.14944922043985
10308,1.3253405228927802e-47,1.85215450675873
134218,1.80596351862304e-47,1.04328303038582
4521,1.84534958124193e-47,-1.01159633463974
5782,2.95260313034996e-47,1.03747411751747
54834,4.40745649180633e-47,1.15229306623132
8648,5.86920622970696e-47,1.20135875594814
158747,6.53474325998291e-47,1.93483620039998
905,6.71087836362142e-47,1.39807524631585
168451,7.08972915130246e-47,1.40335883598784
160897,1.33457210546769e-46,1.48750546005077
648,1.38844605004909e-46,1.13499692196818
170958,1.44558508637895e-46,1.99190413472651
8202,1.51939236967158e-46,1.00644382638984
64786,2.2586218617487203e-46,1.50208978590885
10795,2.8960941110852003e-46,1.88123543592304
84437,2.9372590022926502e-46,1.15442694476445
4133,3.0334868032563303e-46,1.58194597091473
339324,5.72071767443524e-46,1.75430454155924
26750,6.2563885959259e-46,1.21006946255384
64949,6.96863797822919e-46,-1.03023823340711
79839,7.353370675037731e-46,1.6735684963452
28962,9.365017666072961e-46,1.03719027261065
55133,9.79523289267688e-46,1.13700143306846
54908,1.03422853331649e-45,1.33173462839085
23431,1.19594538000753e-45,1.31077656094174
196528,1.46217792074975e-45,1.47991779500433
221830,1.46483585818861e-45,1.51188238381048
100289635,1.55434216300003e-45,2.04716722982341
64398,1.93021112946565e-45,1.13458829433403
9879,2.03532809284804e-45,1.11852936545179
80856,4.65552777214529e-45,1.08631005836356
117178,5.555110902248621e-45,1.6322763957224
55677,6.91250069664094e-45,1.08412794940139
114793,7.68549220313121e-45,1.06810653550723
7272,8.172060560186522e-45,1.6933545668253
57511,1.18377024578686e-44,1.29735939013736
889,1.22147253895237e-44,1.24687402070666
25938,1.69222485051201e-44,1.76702697094888
29843,1.7384739120118902e-44,1.01701873712831
10087,2.10367023047823e-44,1.37198235370394
143686,2.3824166568241e-44,1.51116939734211
60592,2.5106345400197e-44,1.40091775534493
79575,2.59378577206509e-44,-1.10878836133217
153222,2.65855561007151e-44,1.70884960184576
91661,2.7856992805903303e-44,1.96492623565052
23253,3.370333694769412e-44,1.37505669705066
168850,5.18385861678881e-44,1.39259132691689
55757,6.55635892872567e-44,1.06947196696969
9874,7.38155696128649e-44,1.62080824141153
166968,8.125447881440871e-44,1.74530855778838
22890,9.267736906703561e-44,1.01870344301409
6498,1.28450769752497e-43,1.0324943555792
10314,1.4078965976657e-43,1.06252082694518
51186,1.6286973691537698e-43,1.04481596783891
120892,2.06825055782162e-43,1.72830795630827
54149,2.49171132108075e-43,1.89398088598413
55631,2.56265923128338e-43,1.62915182094881
51426,2.64002519847295e-43,1.78207484471168
1739,2.78059984175074e-43,1.04626853073065
7072,3.0208188638717897e-43,1.00672544765521
3006,3.09846906174476e-43,-1.10325256065009
83990,3.95120304003451e-43,1.61280922674368
1362,4.17041875509673e-43,1.67253905515259
440689,4.1888398122382895e-43,-1.19389427619805
257397,4.856057449620699e-43,1.7930065845657
11041,5.19183067374366e-43,-1.00538768158038
57496,5.52227300897046e-43,1.33047642827078
10924,5.78083674726062e-43,1.11760781845029
51534,7.020350781351819e-43,1.04217944756912
7745,7.32625621506999e-43,1.22932998175616
374393,7.508434927894329e-43,2.04555186955358
653604,7.643611689574399e-43,-1.52528675964488
91664,7.78790745313442e-43,2.18151333511469
8367,8.02707441055009e-43,-1.15572271852475
798711,8.85797609483378e-43,1.35255648810175
286101,9.84537746349942e-43,1.37645466896011
5523,1.18565673509787e-42,1.32501891325456
9282,1.40245862942896e-42,1.12180655851977
10254,1.76338870269929e-42,1.30399403573406
23411,2.25473014975132e-42,1.36319465994901
6655,2.5253626433548098e-42,1.29114964768341
22847,3.97480198951015e-42,1.47614711438161
284323,4.1504048483352896e-42,1.80809451363333
55818,5.82207622534096e-42,1.01003087557986
57018,5.83390376192431e-42,1.08543207348392
1152,5.923431991152349e-42,-1.00572972125258
153241,6.05529408081223e-42,1.42695911285532
5471,6.51647679811201e-42,1.07513828664958
51574,8.97821745278157e-42,1.71812749506446
60526,9.126765403057768e-42,1.1977754697786
80184,9.79914623396888e-42,1.94179029189671
285116,1.11195561813155e-41,1.71775264153716
79780,1.1253124970871499e-41,1.82010514768626
54875,1.49208137190125e-41,1.42759346262835
373,2.01112362821076e-41,1.47790808427504
23398,2.4887558828125e-41,1.32998532092753
55109,2.93853940984583e-41,1.20445971258858
10283,4.40012959559576e-41,1.41226848896432
54542,4.71431313376508e-41,1.13334712505529
10794,5.02058234211672e-41,1.02934512922312
6537841,5.31842757164478e-41,-1.04040703315223
8317,7.50666196472748e-41,1.23808650962598
8971,9.15498883821287e-41,-1.00501324013488
22852,1.027325205827529e-40,1.69019948302041
55862,1.1615524294238399e-40,1.12912376417811
10026,1.29085886340748e-40,1.0627162223086
83448,1.497862889476159e-40,1.96191944482934
26108,1.6167398618142199e-40,1.35046030138324
2957,2.01975877688634e-40,1.14807524939498
9113,2.02536937798304e-40,1.00185161527097
5422,3.3207837882101e-40,1.20264159470473
51809,3.568344353555809e-40,1.19684246341165
90957,3.8075485786071e-40,1.10335047513035
55781,3.87233679958422e-40,1.37550620775131
79815,4.551830587756939e-40,1.69678017725013
26122,4.82409093058448e-40,1.47496457464267
3696,5.46500502493007e-40,1.76373371881311
79624,9.27714381914835e-40,1.16078162304307
23515,9.64185850381812e-40,1.15906828191946
1060,9.6924943544594e-40,2.00729870939414
360023,9.890767083264247e-40,1.95513537606391
15191,1.09087826521286e-39,1.42751745433655
54407,1.09792384243513e-39,1.17983039129258
10272,1.10864758072327e-39,-1.04665560029768
261729,1.11866651338195e-39,1.32862139275838
25871,1.21819968860245e-39,1.09635288855569
26235,1.33786877756686e-39,1.1299479201848
23219,1.60905831806178e-39,1.00679039753253
3627,3.24309743631432e-39,2.79776679438746
23318,3.60454000839234e-39,1.26683093098666
51282,3.80702414776615e-39,-1.10048002272986
7813,4.3054154943839e-39,1.33214552967847
57522,5.23861653729711e-39,1.03129481218892
1005008492,5.79929716602142e-39,1.81518643723608
